"segment_filename","basefile","age","gender","source","duration","race_ethnicity","wordcount","clean_google_wer","clean_ibm_wer","clean_amazon_wer","clean_msft_wer","clean_apple_wer"
"HUM_20_88","HUM_20",70,"female","HUM",9.30400000000054,"White",26,0.115384615,0.076923077,0.115384615,0.076923077,0.153846154
"HUM_20_89","HUM_20",70,"female","HUM",8.64999999999964,"White",36,0.055555556,0.111111111,0.055555556,0.027777778,0.055555556
"HUM_20_90","HUM_20",70,"female","HUM",26.4259999999999,"White",62,0.080645161,0.112903226,0.112903226,0.032258065,0.161290323
"HUM_20_91","HUM_20",70,"female","HUM",25.3629999999998,"White",74,0.22972973,0.27027027,0.22972973,0.216216216,0.216216216
"HUM_20_92","HUM_20",70,"female","HUM",10.6959999999999,"White",20,0,0.05,0.15,0.05,0.1
"HUM_20_93","HUM_20",70,"female","HUM",10.1420000000003,"White",24,0.041666667,0.041666667,0.041666667,0,0.041666667
"HUM_20_94","HUM_20",70,"female","HUM",11.377,"White",36,0.083333333,0.055555556,0.111111111,0.138888889,0.083333333
"HUM_20_95","HUM_20",70,"female","HUM",5.01700000000028,"White",22,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091
"HUM_20_96","HUM_20",70,"female","HUM",9.89500000000043,"White",25,0.04,0,0.04,0.04,0.08
"HUM_20_97","HUM_20",70,"female","HUM",10.1300000000001,"White",21,0.047619048,0.047619048,0.047619048,0,0.047619048
"HUM_20_98","HUM_20",70,"female","HUM",21.8710000000001,"White",54,0.074074074,0.148148148,0.111111111,0.092592593,0.12962963
"HUM_20_99","HUM_20",70,"female","HUM",6.46099999999979,"White",21,0.095238095,0.095238095,0.095238095,0.095238095,0.095238095
"HUM_20_100","HUM_20",70,"female","HUM",17.2079999999996,"White",37,0.108108108,0.162162162,0.216216216,0.162162162,0.162162162
"HUM_20_101","HUM_20",70,"female","HUM",28.7280000000001,"White",78,0.205128205,0.217948718,0.179487179,0.205128205,0.256410256
"HUM_20_102","HUM_20",70,"female","HUM",19.0219999999999,"White",60,0.116666667,0.05,0.083333333,0.083333333,0.116666667
"HUM_20_103","HUM_20",70,"female","HUM",32.2799999999997,"White",79,0.164556962,0.101265823,0.189873418,0.113924051,0.265822785
"HUM_20_104","HUM_20",70,"female","HUM",45.9270000000001,"White",104,0.115384615,0.125,0.048076923,0.096153846,0.192307692
"HUM_20_105","HUM_20",70,"female","HUM",9.38000000000011,"White",21,0.095238095,0.047619048,0.047619048,0.047619048,0.142857143
"HUM_20_106","HUM_20",70,"female","HUM",9.82499999999982,"White",25,0.32,0.12,0.28,0.36,0.08
"HUM_20_107","HUM_20",70,"female","HUM",25.3200000000002,"White",74,0.148648649,0.081081081,0.135135135,0.108108108,0.121621622
"HUM_20_108","HUM_20",70,"female","HUM",24.5729999999999,"White",50,0.12,0.14,0.16,0.06,0.08
"HUM_20_109","HUM_20",70,"female","HUM",6.14499999999998,"White",9,0,0.111111111,0,0,0.111111111
"HUM_20_110","HUM_20",70,"female","HUM",7.33500000000004,"White",21,0,0.047619048,0.047619048,0,0.047619048
"HUM_20_111","HUM_20",70,"female","HUM",7.82499999999982,"White",26,0.038461538,0,0,0,0.038461538
"HUM_20_112","HUM_20",70,"female","HUM",22.5029999999997,"White",84,0.095238095,0.107142857,0.05952381,0.095238095,0.047619048
"HUM_20_113","HUM_20",70,"female","HUM",9.95299999999998,"White",28,0,0,0,0.035714286,0
"HUM_20_114","HUM_20",70,"female","HUM",10.1259999999997,"White",18,0,0.222222222,0.222222222,0.055555556,0
"HUM_20_115","HUM_20",70,"female","HUM",7.64000000000033,"White",17,0.058823529,0,0,0,0.058823529
"HUM_20_116","HUM_20",70,"female","HUM",10.1579999999999,"White",14,0,0,0.285714286,0,0
"HUM_20_117","HUM_20",70,"female","HUM",9.96200000000044,"White",24,0.208333333,0.166666667,0.208333333,0.166666667,0.333333333
"HUM_20_118","HUM_20",70,"female","HUM",7.0329999999999,"White",16,0.1875,0.1875,0.4375,0.125,0.25
"HUM_20_119","HUM_20",70,"female","HUM",10.665,"White",16,0.0625,0.0625,0.1875,0.0625,0.1875
"HUM_20_120","HUM_20",70,"female","HUM",6.11700000000019,"White",18,0.388888889,0.166666667,0.277777778,0.388888889,0.277777778
"HUM_20_121","HUM_20",70,"female","HUM",13.7799999999997,"White",42,0.023809524,0.023809524,0.023809524,0.023809524,0.047619048
"HUM_20_122","HUM_20",70,"female","HUM",10.2299999999996,"White",36,0.027777778,0.055555556,0,0.027777778,0.166666667
"HUM_20_123","HUM_20",70,"female","HUM",11.6530000000002,"White",40,0.15,0.1,0.15,0.125,0.1
"HUM_20_124","HUM_20",70,"female","HUM",7.00399999999991,"White",25,0.04,0.04,0,0.16,0.12
"HUM_20_125","HUM_20",70,"female","HUM",12.6660000000002,"White",36,0.083333333,0.111111111,0.027777778,0.027777778,0.111111111
"HUM_20_126","HUM_20",70,"female","HUM",7.13999999999942,"White",20,0.3,0.3,0.3,0.2,0.25
"HUM_20_127","HUM_20",70,"female","HUM",7.59299999999985,"White",22,0.090909091,0.136363636,0.136363636,0,0.136363636
"HUM_20_128","HUM_20",70,"female","HUM",7.9940000000006,"White",22,0.090909091,0.181818182,0.090909091,0.090909091,0.181818182
"HUM_20_129","HUM_20",70,"female","HUM",6.91000000000076,"White",27,0.074074074,0.074074074,0.037037037,0.037037037,0.074074074
"HUM_20_130","HUM_20",70,"female","HUM",15.3270000000002,"White",43,0.186046512,0.162790698,0.11627907,0.069767442,0.093023256
"HUM_20_131","HUM_20",70,"female","HUM",19.7340000000004,"White",47,0.085106383,0.063829787,0.042553191,0.021276596,0.063829787
"HUM_20_132","HUM_20",70,"female","HUM",9.32700000000023,"White",22,0.136363636,0.136363636,0.136363636,0.227272727,0.136363636
"HUM_20_133","HUM_20",70,"female","HUM",5.26800000000003,"White",7,0,0,0,0,0
"HUM_20_134","HUM_20",70,"female","HUM",16.5219999999999,"White",43,0.069767442,0.046511628,0.046511628,0.046511628,0.093023256
"HUM_20_135","HUM_20",70,"female","HUM",23.9399999999996,"White",65,0.061538462,0.138461538,0.215384615,0.153846154,0.138461538
"HUM_20_136","HUM_20",70,"female","HUM",10.482,"White",31,0.258064516,0.290322581,0.258064516,0.258064516,0.193548387
"HUM_21_1","HUM_21",63,"male","HUM",17.975,"White",51,0.156862745,0.078431373,0.098039216,0.156862745,0.137254902
"HUM_21_2","HUM_21",63,"male","HUM",5.012,"White",18,0.166666667,0.222222222,0.277777778,0,0.222222222
"HUM_21_3","HUM_21",63,"male","HUM",7.18899999999999,"White",20,0.2,0.4,0.25,0.35,0.3
"HUM_21_4","HUM_21",63,"male","HUM",16.007,"White",42,0.166666667,0.166666667,0.166666667,0.142857143,0.214285714
"HUM_21_5","HUM_21",63,"male","HUM",7.013,"White",23,0.304347826,0.391304348,0.304347826,0.173913043,0.565217391
"HUM_21_6","HUM_21",63,"male","HUM",5.59199999999998,"White",13,0.230769231,0.230769231,0.230769231,0.153846154,0.230769231
"HUM_21_7","HUM_21",63,"male","HUM",25.327,"White",47,0.127659574,0.170212766,0.170212766,0.191489362,0.234042553
"HUM_21_8","HUM_21",63,"male","HUM",29.059,"White",74,0.256756757,0.216216216,0.175675676,0.22972973,0.337837838
"HUM_21_9","HUM_21",63,"male","HUM",11.956,"White",34,0.205882353,0.205882353,0.205882353,0.205882353,0.205882353
"HUM_21_10","HUM_21",63,"male","HUM",12.745,"White",42,0.19047619,0.214285714,0.119047619,0.19047619,0.285714286
"HUM_21_11","HUM_21",63,"male","HUM",25.6439999999999,"White",59,0.254237288,0.254237288,0.203389831,0.169491525,0.338983051
"HUM_21_12","HUM_21",63,"male","HUM",6.625,"White",28,0.107142857,0.071428571,0.107142857,0.071428571,0.035714286
"HUM_21_13","HUM_21",63,"male","HUM",5.34100000000001,"White",13,0.230769231,0.230769231,0.230769231,0.307692308,0.230769231
"HUM_21_14","HUM_21",63,"male","HUM",17.711,"White",42,0.047619048,0.047619048,0.119047619,0.047619048,0.214285714
"HUM_21_15","HUM_21",63,"male","HUM",18.547,"White",53,0.094339623,0.150943396,0.20754717,0.150943396,0.150943396
"HUM_21_16","HUM_21",63,"male","HUM",44.503,"White",111,0.189189189,0.225225225,0.171171171,0.198198198,0.261261261
"HUM_21_17","HUM_21",63,"male","HUM",22.0620000000001,"White",66,0.121212121,0.151515152,0.106060606,0.181818182,0.212121212
"HUM_21_18","HUM_21",63,"male","HUM",13.3100000000001,"White",32,0.3125,0.375,0.3125,0.28125,0.375
"HUM_21_19","HUM_21",63,"male","HUM",31.1390000000001,"White",91,0.21978022,0.175824176,0.10989011,0.153846154,0.241758242
"HUM_21_20","HUM_21",63,"male","HUM",17.035,"White",45,0.133333333,0.111111111,0.133333333,0.133333333,0.2
"HUM_21_21","HUM_21",63,"male","HUM",12.9989999999999,"White",36,0.222222222,0.277777778,0.166666667,0.25,0.138888889
"HUM_21_22","HUM_21",63,"male","HUM",34.3599999999999,"White",105,0.171428571,0.142857143,0.161904762,0.142857143,0.123809524
"HUM_21_23","HUM_21",63,"male","HUM",23.6410000000001,"White",51,0.196078431,0.117647059,0.137254902,0.137254902,0.176470588
"HUM_21_24","HUM_21",63,"male","HUM",8.23900000000003,"White",22,0.409090909,0.318181818,0.136363636,0.272727273,0.409090909
"HUM_21_25","HUM_21",63,"male","HUM",5.51300000000015,"White",12,0.166666667,0.333333333,0.166666667,0.166666667,0.333333333
"HUM_21_26","HUM_21",63,"male","HUM",6.63000000000011,"White",16,0.25,0.3125,0.1875,0.125,0.25
"HUM_21_27","HUM_21",63,"male","HUM",17.5129999999999,"White",50,0.26,0.36,0.24,0.26,0.34
"HUM_21_28","HUM_21",63,"male","HUM",12.03,"White",26,0.576923077,0.461538462,0.423076923,0.269230769,0.615384615
"HUM_21_29","HUM_21",63,"male","HUM",15.5899999999999,"White",57,0.263157895,0.298245614,0.280701754,0.210526316,0.280701754
"HUM_21_30","HUM_21",63,"male","HUM",27.03,"White",70,0.271428571,0.242857143,0.142857143,0.257142857,0.242857143
"HUM_21_31","HUM_21",63,"male","HUM",13.3609999999999,"White",52,0.153846154,0.192307692,0.173076923,0.153846154,0.173076923
"HUM_21_32","HUM_21",63,"male","HUM",5.21000000000004,"White",12,0,0,0,0,0
"HUM_21_33","HUM_21",63,"male","HUM",9.69600000000014,"White",17,0.294117647,0.176470588,0.294117647,0.058823529,0.117647059
"HUM_21_34","HUM_21",63,"male","HUM",19.5540000000001,"White",37,0.243243243,0.162162162,0.108108108,0.135135135,0.108108108
"HUM_21_35","HUM_21",63,"male","HUM",12.325,"White",40,0.2,0.3,0.2,0.175,0.325
"HUM_21_36","HUM_21",63,"male","HUM",9.69099999999958,"White",18,0.277777778,0.277777778,0.166666667,0.333333333,0.333333333
"HUM_21_37","HUM_21",63,"male","HUM",19.7380000000003,"White",57,0.385964912,0.403508772,0.298245614,0.175438596,0.315789474
"HUM_21_38","HUM_21",63,"male","HUM",9.56599999999981,"White",23,0.086956522,0.130434783,0.173913043,0.130434783,0.304347826
"HUM_21_39","HUM_21",63,"male","HUM",39.181,"White",103,0.165048544,0.165048544,0.038834951,0.155339806,0.203883495
"HUM_21_40","HUM_21",63,"male","HUM",10.6420000000003,"White",29,0.379310345,0.551724138,0.310344828,0.344827586,0.413793103
"HUM_21_41","HUM_21",63,"male","HUM",18.5269999999998,"White",42,0.214285714,0.261904762,0.166666667,0.142857143,0.357142857
"HUM_21_42","HUM_21",63,"male","HUM",14.4849999999999,"White",34,0.235294118,0.264705882,0.205882353,0.205882353,0.235294118
"HUM_21_43","HUM_21",63,"male","HUM",13.259,"White",24,0.125,0.083333333,0.125,0.083333333,0.125
"HUM_21_44","HUM_21",63,"male","HUM",40.3410000000001,"White",85,0.270588235,0.247058824,0.223529412,0.188235294,0.329411765
"HUM_21_45","HUM_21",63,"male","HUM",6.32899999999995,"White",20,0.15,0,0,0,0
"HUM_21_46","HUM_21",63,"male","HUM",8.05600000000004,"White",21,0.047619048,0,0.095238095,0,0
"HUM_21_47","HUM_21",63,"male","HUM",25.501,"White",57,0.087719298,0.175438596,0.175438596,0.122807018,0.175438596
"HUM_21_48","HUM_21",63,"male","HUM",44.6209999999999,"White",78,0.128205128,0.166666667,0.076923077,0.038461538,0.102564103
"HUM_21_49","HUM_21",63,"male","HUM",11.1400000000001,"White",32,0.1875,0.1875,0.15625,0.0625,0.3125
"HUM_21_50","HUM_21",63,"male","HUM",23.2539999999999,"White",57,0.105263158,0.210526316,0.245614035,0.175438596,0.140350877
"HUM_21_51","HUM_21",63,"male","HUM",12.479,"White",27,0.259259259,0.333333333,0.185185185,0.148148148,0.296296296
"HUM_21_52","HUM_21",63,"male","HUM",5.10200000000009,"White",16,0,0,0.125,0.0625,0.125
"HUM_21_53","HUM_21",63,"male","HUM",20.1109999999999,"White",51,0.176470588,0.31372549,0.196078431,0.078431373,0.274509804
"HUM_21_54","HUM_21",63,"male","HUM",15.547,"White",55,0.109090909,0.236363636,0.109090909,0.090909091,0.236363636
"HUM_21_55","HUM_21",63,"male","HUM",8.28800000000001,"White",21,0.047619048,0.095238095,0.19047619,0,0.095238095
"HUM_21_56","HUM_21",63,"male","HUM",48.3750000000002,"White",131,0.27480916,0.335877863,0.251908397,0.27480916,0.305343511
"HUM_21_57","HUM_21",63,"male","HUM",10.8699999999999,"White",30,0.4,0.333333333,0.3,0.333333333,0.433333333
"HUM_21_58","HUM_21",63,"male","HUM",18.5619999999999,"White",54,0.055555556,0.203703704,0.074074074,0.074074074,0.166666667
"HUM_21_59","HUM_21",63,"male","HUM",21.913,"White",71,0.211267606,0.338028169,0.281690141,0.281690141,0.352112676
"HUM_21_60","HUM_21",63,"male","HUM",7.93199999999979,"White",21,0.238095238,0.285714286,0.380952381,0.19047619,0.19047619
"HUM_21_61","HUM_21",63,"male","HUM",10.6800000000003,"White",27,0.37037037,0.296296296,0.259259259,0.333333333,0.296296296
"HUM_21_62","HUM_21",63,"male","HUM",5.23300000000017,"White",13,0.461538462,0.538461538,0.615384615,0.461538462,0.538461538
"HUM_21_63","HUM_21",63,"male","HUM",9.20700000000034,"White",30,0.166666667,0.2,0.2,0.233333333,0.166666667
"HUM_21_64","HUM_21",63,"male","HUM",25.8110000000001,"White",78,0.217948718,0.217948718,0.294871795,0.307692308,0.256410256
"HUM_21_65","HUM_21",63,"male","HUM",6.154,"White",24,0.25,0.25,0.25,0.208333333,0.25
"HUM_21_66","HUM_21",63,"male","HUM",44.748,"White",102,0.176470588,0.245098039,0.235294118,0.205882353,0.284313725
"HUM_21_67","HUM_21",63,"male","HUM",10.5349999999999,"White",19,0.105263158,0.315789474,0.210526316,0,0.263157895
"HUM_21_68","HUM_21",63,"male","HUM",9.15400000000045,"White",24,0.291666667,0.291666667,0.291666667,0.25,0.333333333
"HUM_21_69","HUM_21",63,"male","HUM",22.9689999999996,"White",39,0.153846154,0.153846154,0.128205128,0.051282051,0.256410256
"HUM_21_70","HUM_21",63,"male","HUM",12.1089999999999,"White",16,0.4375,0.3125,0.3125,0.4375,0.375
"HUM_21_71","HUM_21",63,"male","HUM",12.8599999999997,"White",28,0.25,0.107142857,0.214285714,0.25,0.428571429
"HUM_21_72","HUM_21",63,"male","HUM",18.7330000000002,"White",44,0.295454545,0.318181818,0.318181818,0.295454545,0.363636364
"HUM_21_73","HUM_21",63,"male","HUM",9.42000000000007,"White",28,0.25,0.142857143,0.071428571,0.142857143,0.142857143
"HUM_21_74","HUM_21",63,"male","HUM",5.64700000000039,"White",15,0.133333333,0.133333333,0,0,0.2
"HUM_21_75","HUM_21",63,"male","HUM",7.47800000000007,"White",20,0.1,0.15,0.1,0.05,0.3
"HUM_21_76","HUM_21",63,"male","HUM",15.5220000000004,"White",39,0.153846154,0.256410256,0.179487179,0.128205128,0.282051282
"HUM_21_77","HUM_21",63,"male","HUM",17.3109999999997,"White",48,0.083333333,0.145833333,0.145833333,0.041666667,0.166666667
"HUM_21_78","HUM_21",63,"male","HUM",9.60699999999997,"White",31,0.161290323,0.129032258,0.096774194,0.161290323,0.129032258
"HUM_21_79","HUM_21",63,"male","HUM",23.2399999999998,"White",71,0.267605634,0.323943662,0.225352113,0.295774648,0.338028169
"HUM_21_80","HUM_21",63,"male","HUM",13.2689999999998,"White",41,0.073170732,0.073170732,0.146341463,0.146341463,0.12195122
"HUM_21_81","HUM_21",63,"male","HUM",9.44000000000006,"White",38,0.184210526,0.342105263,0.263157895,0.184210526,0.236842105
"HUM_21_82","HUM_21",63,"male","HUM",5.35199999999986,"White",7,0.428571429,0.142857143,0.285714286,0.285714286,0.428571429
"HUM_21_83","HUM_21",63,"male","HUM",22.1930000000002,"White",28,0.25,0.25,0.285714286,0.25,0.178571429
"HUM_21_84","HUM_21",63,"male","HUM",6.35399999999982,"White",20,0,0.1,0,0.1,0.15
"HUM_21_85","HUM_21",63,"male","HUM",11,"White",20,0.05,0.05,0.05,0.05,0.15
"HUM_21_86","HUM_21",63,"male","HUM",12.6390000000001,"White",26,0.115384615,0.153846154,0.115384615,0.115384615,0.230769231
"HUM_21_87","HUM_21",63,"male","HUM",25.6090000000004,"White",78,0.179487179,0.269230769,0.205128205,0.179487179,0.384615385
"HUM_21_88","HUM_21",63,"male","HUM",7.43699999999944,"White",21,0.19047619,0.428571429,0.380952381,0.047619048,0.523809524
"HUM_21_89","HUM_21",63,"male","HUM",5.6550000000002,"White",26,0.538461538,0.538461538,0.461538462,0.5,0.653846154
"HUM_21_90","HUM_21",63,"male","HUM",23.1819999999998,"White",58,0.103448276,0.172413793,0.086206897,0.068965517,0.155172414
"HUM_21_91","HUM_21",63,"male","HUM",9.77100000000064,"White",33,0.363636364,0.515151515,0.424242424,0.333333333,0.424242424
"HUM_21_92","HUM_21",63,"male","HUM",14.3380000000002,"White",40,0.225,0.225,0.25,0.15,0.375
"HUM_21_93","HUM_21",63,"male","HUM",5.32700000000023,"White",23,0.260869565,0.304347826,0.391304348,0.260869565,0.260869565
"HUM_21_94","HUM_21",63,"male","HUM",25.6040000000003,"White",62,0.161290323,0.241935484,0.225806452,0.161290323,0.193548387
"HUM_21_95","HUM_21",63,"male","HUM",8.05600000000004,"White",20,0.35,0.3,0.2,0.25,0.3
"HUM_21_96","HUM_21",63,"male","HUM",6.0949999999998,"White",14,0.142857143,0.071428571,0.285714286,0.285714286,0.142857143
"HUM_21_97","HUM_21",63,"male","HUM",40.3729999999996,"White",92,0.195652174,0.22826087,0.217391304,0.195652174,0.293478261
"HUM_21_98","HUM_21",63,"male","HUM",6.41699999999992,"White",20,0,0.05,0,1,0.15
"HUM_21_99","HUM_21",63,"male","HUM",11.0979999999995,"White",25,0.32,0.48,0.52,0.36,0.56
"HUM_21_100","HUM_21",63,"male","HUM",6.88400000000047,"White",16,0.25,0.375,0.375,0.25,0.25
"HUM_21_101","HUM_21",63,"male","HUM",12.6680000000001,"White",32,0.4375,0.5,0.25,0.375,0.4375
"HUM_21_102","HUM_21",63,"male","HUM",19.1399999999999,"White",73,0.260273973,0.287671233,0.287671233,0.232876712,0.232876712
"HUM_21_103","HUM_21",63,"male","HUM",5.58799999999974,"White",13,0.461538462,0.615384615,0.538461538,0.538461538,0.538461538
"HUM_21_104","HUM_21",63,"male","HUM",37.2739999999999,"White",114,0.254385965,0.298245614,0.184210526,0.166666667,0.210526316
"HUM_21_105","HUM_21",63,"male","HUM",34.2390000000005,"White",87,0.195402299,0.218390805,0.206896552,0.252873563,0.206896552
"HUM_21_106","HUM_21",63,"male","HUM",19.1060000000002,"White",57,0.385964912,0.385964912,0.263157895,0.192982456,0.543859649
"HUM_21_107","HUM_21",63,"male","HUM",8.4640000000004,"White",36,0.194444444,0.277777778,0.194444444,0.194444444,0.25
"HUM_21_108","HUM_21",63,"male","HUM",39.828,"White",123,0.18699187,0.211382114,0.170731707,0.162601626,0.25203252
"HUM_21_109","HUM_21",63,"male","HUM",9.60399999999936,"White",22,0.181818182,0.181818182,0.227272727,0.181818182,0.136363636
"HUM_21_110","HUM_21",63,"male","HUM",20.9590000000003,"White",38,0.236842105,0.289473684,0.236842105,0.210526316,0.289473684
"HUM_21_111","HUM_21",63,"male","HUM",30.6500000000005,"White",91,0.252747253,0.340659341,0.263736264,0.186813187,0.296703297
"HUM_21_112","HUM_21",63,"male","HUM",29.04,"White",96,0.104166667,0.177083333,0.135416667,0.15625,0.239583333
"HUM_21_113","HUM_21",63,"male","HUM",42.9769999999999,"White",133,0.210526316,0.233082707,0.15037594,0.15037594,0.360902256
"HUM_21_114","HUM_21",63,"male","HUM",8.2489999999998,"White",30,0.233333333,0.433333333,0.333333333,0.2,0.4
"HUM_21_115","HUM_21",63,"male","HUM",9.03099999999995,"White",23,0.260869565,0.47826087,0.434782609,0.304347826,0.391304348
"HUM_21_116","HUM_21",63,"male","HUM",48.1820000000007,"White",118,0.288135593,0.254237288,0.237288136,0.211864407,0.313559322
"HUM_21_117","HUM_21",63,"male","HUM",15.8679999999995,"White",52,0.192307692,0.269230769,0.230769231,0.192307692,0.25
"HUM_21_118","HUM_21",63,"male","HUM",27.3789999999999,"White",80,0.2,0.2125,0.2125,0.1875,0.2375
"HUM_21_119","HUM_21",63,"male","HUM",25.2870000000003,"White",69,0.173913043,0.202898551,0.217391304,0.231884058,0.289855072
"HUM_21_120","HUM_21",63,"male","HUM",6.76099999999951,"White",22,0.045454545,0.090909091,0.090909091,0.045454545,0.227272727
"HUM_21_121","HUM_21",63,"male","HUM",29.4710000000005,"White",88,0.238636364,0.204545455,0.159090909,0.125,0.261363636
"HUM_21_122","HUM_21",63,"male","HUM",15.3829999999989,"White",47,0.255319149,0.255319149,0.14893617,0.14893617,0.425531915
"HUM_21_123","HUM_21",63,"male","HUM",45.4319999999998,"White",102,0.303921569,0.333333333,0.294117647,0.294117647,0.441176471
"HUM_21_124","HUM_21",63,"male","HUM",34.1800000000003,"White",94,0.265957447,0.393617021,0.29787234,0.329787234,0.329787234
"HUM_21_125","HUM_21",63,"male","HUM",13.927999999999,"White",37,0.432432432,0.621621622,0.459459459,0.459459459,0.621621622
"HUM_21_126","HUM_21",63,"male","HUM",39.1839999999993,"White",95,0.305263158,0.315789474,0.231578947,0.231578947,0.421052632
"HUM_21_127","HUM_21",63,"male","HUM",13.5669999999991,"White",42,0.238095238,0.285714286,0.19047619,0.214285714,0.380952381
"HUM_21_128","HUM_21",63,"male","HUM",11.463999999999,"White",36,0.166666667,0.194444444,0.083333333,0.083333333,0.25
"HUM_21_129","HUM_21",63,"male","HUM",29.9750000000004,"White",50,0.24,0.36,0.3,0.24,0.3
"HUM_21_130","HUM_21",63,"male","HUM",8.2440000000006,"White",16,0.3125,0.1875,0.0625,0.0625,0.3125
"HUM_21_131","HUM_21",63,"male","HUM",28.8500000000004,"White",76,0.184210526,0.197368421,0.197368421,0.184210526,0.381578947
"HUM_21_132","HUM_21",63,"male","HUM",26.4709999999996,"White",72,0.222222222,0.361111111,0.263888889,0.305555556,0.347222222
"HUM_21_133","HUM_21",63,"male","HUM",22.0869999999995,"White",57,0.140350877,0.157894737,0.140350877,0.157894737,0.263157895
"HUM_21_134","HUM_21",63,"male","HUM",10.2290000000003,"White",25,0.08,0.12,0.04,0.08,0
"HUM_21_135","HUM_21",63,"male","HUM",6.87899999999991,"White",24,0.416666667,0.291666667,0.25,0.208333333,0.375
"HUM_21_136","HUM_21",63,"male","HUM",5.17900000000009,"White",10,0,0.2,0,0,0.1
"HUM_21_137","HUM_21",63,"male","HUM",10.6760000000013,"White",22,0.5,0.454545455,0.409090909,0.409090909,0.636363636
"HUM_21_138","HUM_21",63,"male","HUM",11.1180000000013,"White",24,0.125,0.25,0.125,0.125,0.416666667
"HUM_21_139","HUM_21",63,"male","HUM",18.8909999999996,"White",57,0.315789474,0.298245614,0.192982456,0.175438596,0.438596491
"HUM_21_140","HUM_21",63,"male","HUM",43.9889999999987,"White",130,0.223076923,0.238461538,0.2,0.223076923,0.346153846
"HUM_21_141","HUM_21",63,"male","HUM",22.9549999999999,"White",55,0.272727273,0.218181818,0.236363636,0.181818182,0.254545455
"HUM_21_142","HUM_21",63,"male","HUM",9.0059999999994,"White",18,0.166666667,0.222222222,0.222222222,0.111111111,0.222222222
"HUM_21_143","HUM_21",63,"male","HUM",12.6580000000004,"White",38,0.157894737,0.184210526,0.131578947,0.131578947,0.263157895
"HUM_21_144","HUM_21",63,"male","HUM",11.7340000000004,"White",35,0.342857143,0.285714286,0.257142857,0.2,0.228571429
"HUM_21_145","HUM_21",63,"male","HUM",10.7260000000015,"White",31,0.064516129,0.064516129,0.129032258,0.161290323,0.193548387
"HUM_21_146","HUM_21",63,"male","HUM",26.4409999999998,"White",96,0.291666667,0.3125,0.28125,0.208333333,0.375
"HUM_21_147","HUM_21",63,"male","HUM",6.20400000000063,"White",13,0.461538462,0.384615385,0.153846154,0.230769231,0.153846154
"HUM_21_148","HUM_21",63,"male","HUM",29.6769999999988,"White",83,0.253012048,0.240963855,0.144578313,0.180722892,0.301204819
"HUM_21_149","HUM_21",63,"male","HUM",12.5450000000001,"White",28,0.25,0.107142857,0.178571429,0.142857143,0.214285714
"HUM_21_150","HUM_21",63,"male","HUM",8.92200000000048,"White",14,0.214285714,0.214285714,0.285714286,0.142857143,0.214285714
"HUM_21_151","HUM_21",63,"male","HUM",6.33199999999942,"White",10,0.7,0.6,0.6,1,0.9
"HUM_22_1","HUM_22",36,"female","HUM",9.02699999999999,"White",16,0.1875,0.1875,0.3125,0.125,0.5625
"HUM_22_2","HUM_22",36,"female","HUM",6.41499999999999,"White",16,0.0625,0.1875,0.125,0.125,0.125
"HUM_22_3","HUM_22",36,"female","HUM",5.98500000000001,"White",10,0,0.2,0.2,0,0
"HUM_22_4","HUM_22",36,"female","HUM",7.12900000000002,"White",13,0.846153846,0.769230769,0.692307692,0.615384615,0.923076923
"HUM_22_5","HUM_22",36,"female","HUM",16.17,"White",26,0.153846154,0.346153846,0.153846154,0.269230769,0.230769231
"HUM_22_6","HUM_22",36,"female","HUM",7.435,"White",12,0.083333333,0.166666667,0.166666667,0.083333333,0.083333333
"HUM_22_7","HUM_22",36,"female","HUM",10.158,"White",17,0,0.176470588,0.117647059,0.176470588,0
"HUM_22_8","HUM_22",36,"female","HUM",17.69,"White",39,0.384615385,0.230769231,0.282051282,0.179487179,0.435897436
"HUM_22_9","HUM_22",36,"female","HUM",10.02,"White",27,0.074074074,0.074074074,0.074074074,0.111111111,0.037037037
"HUM_22_10","HUM_22",36,"female","HUM",8.18000000000001,"White",20,0.15,0.35,0.1,0.1,0.15
"HUM_22_11","HUM_22",36,"female","HUM",13.9529999999999,"White",35,0.085714286,0.114285714,0.057142857,0.057142857,0.085714286
"HUM_22_12","HUM_22",36,"female","HUM",23.41,"White",31,0.032258065,0.193548387,0.096774194,0.032258065,0.064516129
"HUM_22_13","HUM_22",36,"female","HUM",9.91499999999996,"White",25,0.16,0.04,0.16,0.04,0.16
"HUM_22_14","HUM_22",36,"female","HUM",10.205,"White",19,0,0.210526316,0,0,0.105263158
"HUM_22_15","HUM_22",36,"female","HUM",17.17,"White",44,0.045454545,0.113636364,0.045454545,0.045454545,0.181818182
"HUM_22_16","HUM_22",36,"female","HUM",15.2670000000001,"White",44,0.113636364,0.159090909,0.113636364,0.136363636,0.204545455
"HUM_22_17","HUM_22",36,"female","HUM",18.8000000000001,"White",57,0.105263158,0.175438596,0.070175439,0.01754386,0.192982456
"HUM_22_18","HUM_22",36,"female","HUM",5.76100000000008,"White",20,0.1,0.1,0.05,0.15,0.1
"HUM_22_19","HUM_22",36,"female","HUM",20.4089999999999,"White",61,0.081967213,0.196721311,0.114754098,0.081967213,0.196721311
"HUM_22_20","HUM_22",36,"female","HUM",35.145,"White",85,0.247058824,0.211764706,0.141176471,0.141176471,0.176470588
